compte_id,montant,montant_moyen_compte,heure,type_transaction,canal,pays_transaction,pays_habituel_compte,nb_transactions_1h,fraude
219,5.56,21.2,17,achat_en_ligne,mobile,Allemagne,Allemagne,0,0
174,10.15,29.54,12,paiement_pos,atm,Espagne,Espagne,0,0
77,193.89,34.96,8,virement,atm,Belgique,Belgique,0,0
243,4.7,8.28,17,virement,atm,France,France,0,0
217,77.05,30.72,20,paiement_pos,mobile,France,France,1,0
280,109.55,92.99,8,retrait_atm,web,France,France,2,0
278,40.09,26.71,10,achat_en_ligne,atm,Espagne,Espagne,0,0
282,37.9,41.92,4,virement,web,Allemagne,Allemagne,0,0
123,41.51,21.48,21,retrait_atm,pos,Espagne,Espagne,0,0
65,49.4,33.73,11,achat_en_ligne,atm,Allemagne,Allemagne,0,0
26,21.66,15.87,8,retrait_atm,web,Espagne,Espagne,1,0
92,26.75,24.1,5,achat_en_ligne,pos,Italie,Italie,0,0
56,70.38,48.73,19,retrait_atm,mobile,France,France,0,0
71,140.43,30.18,0,virement,web,Roumanie,Espagne,1,1
256,39.49,26.15,21,retrait_atm,atm,France,France,0,0
293,20.01,29.56,16,retrait_atm,pos,Italie,Italie,0,0
180,11.87,31.81,16,virement,pos,Allemagne,Allemagne,0,0
274,43.54,20.04,2,achat_en_ligne,atm,Italie,Italie,1,0
300,8.86,27.14,17,achat_en_ligne,web,France,France,1,0
234,291.01,72.66,20,achat_en_ligne,pos,Espagne,Espagne,0,0
44,58.25,29.73,11,achat_en_ligne,mobile,Belgique,Belgique,0,0
161,83.42,46.97,17,retrait_atm,atm,Italie,Italie,0,0
224,192.3,73.51,13,achat_en_ligne,atm,Belgique,Belgique,0,0
174,7.72,29.54,1,virement,atm,Espagne,Espagne,0,0
127,316.74,85.12,18,virement,pos,Nigeria,France,0,1
253,24.13,29.73,13,paiement_pos,web,France,France,1,0
222,19.9,54.96,15,achat_en_ligne,pos,Allemagne,Allemagne,0,0
235,19.76,12.66,16,virement,mobile,Italie,Allemagne,0,0
87,116.67,21.38,18,virement,mobile,France,France,0,0
257,268.88,45.27,0,virement,atm,Espagne,Espagne,0,0
38,487.39,83.22,8,virement,atm,Italie,Italie,1,0
106,33.47,18.32,23,retrait_atm,pos,Espagne,Espagne,0,0
180,59.11,31.81,0,achat_en_ligne,pos,Allemagne,Allemagne,1,0
288,89.21,23.03,7,retrait_atm,atm,Allemagne,Allemagne,0,1
120,213.98,40.9,22,retrait_atm,pos,France,France,0,0
145,150.31,80.07,19,retrait_atm,pos,Italie,Italie,1,0
85,16.8,40.02,21,achat_en_ligne,web,Espagne,Espagne,1,0
86,86.65,68.27,20,retrait_atm,mobile,Espagne,Espagne,0,0
171,3.42,59.96,17,virement,pos,France,France,4,1
277,20.39,19.44,23,virement,web,Allemagne,Allemagne,1,0
190,16.1,39.93,10,retrait_atm,web,Italie,Belgique,2,0
31,54.57,30.84,12,achat_en_ligne,mobile,Allemagne,Allemagne,1,0
213,22.04,30.22,12,achat_en_ligne,mobile,Espagne,Espagne,0,0
267,57.35,27.91,1,achat_en_ligne,mobile,Espagne,Allemagne,1,0
66,25.74,24.77,8,retrait_atm,pos,Belgique,Belgique,1,0
149,49.47,39.55,13,achat_en_ligne,pos,Italie,Italie,0,0
236,31.43,15.63,19,paiement_pos,mobile,Espagne,Espagne,1,0
190,66.86,39.93,14,paiement_pos,atm,Belgique,Belgique,0,0
245,49.82,24.95,12,paiement_pos,mobile,Espagne,Espagne,0,0
77,65.27,34.96,0,virement,mobile,Belgique,Belgique,2,0
287,97.12,57.8,19,retrait_atm,pos,France,France,1,0
144,154.58,36.29,16,virement,mobile,Allemagne,Allemagne,0,0
70,124.68,73.88,8,retrait_atm,pos,Allemagne,Allemagne,0,0
264,12.56,8.16,6,retrait_atm,mobile,Italie,Italie,1,0
220,94.92,20.22,21,retrait_atm,pos,Italie,Italie,0,0
160,206.06,72.24,10,paiement_pos,atm,Espagne,Espagne,0,0
117,86.15,43.94,10,paiement_pos,mobile,France,France,0,0
264,35.31,8.16,14,paiement_pos,pos,Italie,Italie,0,0
7,45.38,32.06,15,achat_en_ligne,web,France,France,1,0
292,10.14,42.81,20,retrait_atm,mobile,Belgique,Belgique,1,0
276,9.25,13.62,7,achat_en_ligne,pos,Allemagne,Allemagne,0,0
181,12.23,16.39,16,achat_en_ligne,pos,Italie,Italie,0,0
245,33.47,24.95,13,retrait_atm,web,Espagne,Espagne,0,0
79,87.3,149.98,5,retrait_atm,mobile,Allemagne,Allemagne,0,0
90,38.73,30.04,13,retrait_atm,atm,Italie,Italie,0,0
95,3.73,11.53,8,retrait_atm,pos,Italie,Italie,0,0
252,5.68,21.7,21,achat_en_ligne,atm,Allemagne,Allemagne,0,0
111,20.97,30.56,19,achat_en_ligne,pos,Belgique,Belgique,0,0
223,186.53,33.34,10,paiement_pos,pos,Espagne,Espagne,0,0
11,25.61,24.54,22,virement,web,Allemagne,Allemagne,0,0
244,46.73,34.21,7,achat_en_ligne,mobile,Espagne,Espagne,0,0
266,106.12,51.92,14,virement,web,Allemagne,Allemagne,0,0
131,98.61,67.67,11,virement,atm,Allemagne,Allemagne,0,0
201,20.77,12.82,3,virement,pos,Espagne,Belgique,1,0
190,54.85,39.93,10,paiement_pos,pos,Belgique,Belgique,0,0
127,65.06,85.12,5,virement,web,France,France,1,0
259,51.87,30.86,23,retrait_atm,mobile,France,France,0,0
55,49.06,34.97,12,achat_en_ligne,web,Allemagne,Allemagne,0,0
9,20.29,35.81,1,virement,atm,Belgique,Belgique,0,0
54,142.38,77.05,0,paiement_pos,pos,Allemagne,Allemagne,0,0
261,21.53,10.02,20,retrait_atm,mobile,Espagne,Espagne,1,0
145,129.73,80.07,18,achat_en_ligne,web,Italie,Italie,0,0
164,12.31,43.1,19,paiement_pos,web,Allemagne,Allemagne,0,0
184,83.82,48.55,6,paiement_pos,mobile,Espagne,Espagne,0,0
76,16.83,17.28,0,paiement_pos,atm,Allemagne,Allemagne,0,0
191,59.68,66.23,7,paiement_pos,pos,Espagne,Espagne,1,0
208,42.22,38.08,15,achat_en_ligne,mobile,Italie,Italie,0,0
109,41.39,42.99,2,achat_en_ligne,pos,Allemagne,Allemagne,0,0
198,19.68,9.6,8,retrait_atm,atm,France,France,1,0
237,19.2,12.67,13,achat_en_ligne,atm,Espagne,Espagne,0,0
81,22.03,19.85,4,achat_en_ligne,pos,Italie,Italie,1,0
226,49.81,54.88,17,achat_en_ligne,atm,Belgique,Belgique,1,0
147,19.7,28.73,10,retrait_atm,atm,France,France,0,0
53,75.23,40.55,11,paiement_pos,mobile,Belgique,Belgique,1,0
16,43.96,20.23,6,retrait_atm,atm,Espagne,Espagne,0,0
126,92.09,116.27,10,paiement_pos,mobile,Allemagne,Allemagne,1,0
192,102.87,47.72,9,paiement_pos,pos,Espagne,Espagne,1,0
252,5.58,21.7,3,virement,atm,Allemagne,Allemagne,0,0
56,86.8,48.73,23,achat_en_ligne,atm,France,France,1,0
109,33.16,42.99,8,virement,atm,Allemagne,Allemagne,1,0
18,42.12,19.26,17,paiement_pos,pos,France,France,0,0
184,15.5,48.55,21,virement,pos,Belgique,Espagne,1,0
273,70.36,35.0,2,achat_en_ligne,pos,France,France,0,0
17,63.64,54.77,9,achat_en_ligne,pos,Allemagne,Allemagne,0,0
181,32.83,16.39,7,achat_en_ligne,web,Italie,Italie,1,0
213,39.24,30.22,13,achat_en_ligne,mobile,Espagne,Espagne,1,0
96,19.3,13.73,10,paiement_pos,web,Belgique,Belgique,0,0
195,7.48,34.58,14,achat_en_ligne,mobile,Italie,Italie,0,0
207,135.53,62.87,1,retrait_atm,web,Espagne,Espagne,0,0
170,40.31,21.79,3,achat_en_ligne,web,France,France,0,0
12,26.96,16.27,15,virement,web,Italie,Italie,0,0
13,36.37,18.56,6,virement,pos,Espagne,Espagne,2,0
107,60.1,28.58,20,achat_en_ligne,web,Espagne,Espagne,0,0
284,76.28,44.03,8,retrait_atm,mobile,Allemagne,Allemagne,1,0
251,94.36,45.51,18,retrait_atm,atm,France,France,1,0
71,38.6,30.18,18,achat_en_ligne,mobile,Espagne,Espagne,0,0
230,2.84,9.95,15,virement,pos,France,France,1,0
289,123.65,24.04,6,achat_en_ligne,web,Allemagne,Allemagne,0,0
118,62.47,60.8,5,paiement_pos,web,Espagne,France,0,0
181,85.42,16.39,8,virement,mobile,Italie,Italie,1,0
296,61.39,73.14,22,retrait_atm,web,Allemagne,Allemagne,0,0
218,23.36,80.55,22,achat_en_ligne,atm,France,France,0,0
249,33.37,52.25,5,paiement_pos,pos,Espagne,Espagne,0,0
226,98.17,54.88,16,virement,mobile,Belgique,Belgique,0,0
40,8.95,15.88,17,retrait_atm,atm,Espagne,Espagne,0,0
258,14.77,28.23,13,paiement_pos,pos,France,France,0,0
134,6.7,11.63,10,paiement_pos,web,Allemagne,Allemagne,1,0
105,176.8,93.43,20,paiement_pos,web,Espagne,Espagne,0,0
44,122.73,29.73,8,virement,pos,Belgique,Belgique,0,0
143,40.58,28.47,4,virement,mobile,Belgique,Belgique,0,0
23,47.74,22.36,1,retrait_atm,pos,France,France,0,0
128,46.34,41.74,8,paiement_pos,mobile,Espagne,Espagne,0,0
290,34.88,17.43,15,achat_en_ligne,pos,Allemagne,Allemagne,0,0
131,39.46,67.67,22,achat_en_ligne,web,Allemagne,Allemagne,0,0
216,97.73,17.55,1,retrait_atm,web,Belgique,Belgique,0,0
210,28.56,38.95,23,paiement_pos,web,Espagne,Espagne,0,0
163,16.7,67.12,19,virement,pos,Allemagne,Allemagne,0,0
208,37.72,38.08,9,achat_en_ligne,atm,Italie,Italie,0,0
208,72.06,38.08,2,retrait_atm,mobile,Italie,Italie,1,0
143,54.27,28.47,8,achat_en_ligne,atm,Belgique,Belgique,1,0
32,56.84,39.31,12,paiement_pos,atm,Belgique,Belgique,1,0
165,72.75,94.29,0,virement,atm,Allemagne,Allemagne,0,0
127,79.28,85.12,10,retrait_atm,mobile,France,France,0,0
12,52.93,16.27,4,retrait_atm,web,Nigeria,Italie,3,1
270,138.62,73.45,6,paiement_pos,atm,Allemagne,Allemagne,0,0
24,78.32,43.28,14,achat_en_ligne,atm,Italie,Italie,0,0
171,79.83,59.96,20,virement,mobile,France,France,0,0
63,16.97,57.37,14,retrait_atm,web,Belgique,Belgique,0,0
271,64.78,31.77,14,paiement_pos,web,Belgique,Belgique,1,0
71,23.66,30.18,4,paiement_pos,atm,Espagne,Espagne,0,0
266,35.84,51.92,15,virement,pos,Allemagne,Allemagne,1,0
127,33.13,85.12,21,paiement_pos,web,France,France,1,0
139,77.22,38.79,6,paiement_pos,web,Belgique,Belgique,0,0
26,9.0,15.87,2,retrait_atm,mobile,Espagne,Espagne,0,0
6,120.14,24.73,23,virement,atm,Italie,Italie,0,0
272,867.77,74.6,7,retrait_atm,mobile,France,France,0,1
67,0.64,27.2,2,virement,mobile,Roumanie,Italie,3,1
158,21.45,17.61,16,virement,mobile,Allemagne,Allemagne,0,0
67,118.2,27.2,6,retrait_atm,web,Italie,Italie,0,0
214,55.72,41.68,19,paiement_pos,web,Allemagne,Allemagne,0,0
131,388.95,67.67,9,retrait_atm,mobile,Allemagne,Allemagne,0,0
232,36.16,25.16,19,virement,mobile,Italie,Italie,1,0
266,51.84,51.92,7,virement,pos,Allemagne,Allemagne,0,0
167,112.11,54.42,2,virement,web,Belgique,Belgique,1,0
58,58.04,32.16,19,retrait_atm,web,France,France,2,0
61,23.62,19.55,13,retrait_atm,web,Italie,Italie,0,0
46,78.4,79.59,18,retrait_atm,mobile,Italie,Italie,1,0
70,222.03,73.88,3,retrait_atm,atm,Russie,Allemagne,1,1
8,189.9,95.66,23,virement,pos,Espagne,Espagne,0,0
175,367.04,66.87,21,retrait_atm,mobile,Espagne,Espagne,0,0
58,36.84,32.16,2,achat_en_ligne,mobile,France,France,0,0
209,78.65,38.12,6,paiement_pos,web,Belgique,Belgique,0,0
65,12.54,33.73,5,retrait_atm,pos,Allemagne,Allemagne,1,0
38,96.97,83.22,16,achat_en_ligne,atm,Italie,Italie,0,0
33,83.03,72.5,19,achat_en_ligne,pos,France,France,0,0
278,38.61,26.71,19,paiement_pos,atm,Espagne,Espagne,0,0
291,39.54,22.36,14,achat_en_ligne,web,Italie,Italie,0,0
16,21.4,20.23,9,virement,web,Espagne,Espagne,0,0
298,24.5,13.65,7,virement,mobile,Allemagne,Allemagne,0,0
128,53.18,41.74,23,achat_en_ligne,mobile,Espagne,Espagne,0,0
294,17.89,40.33,13,achat_en_ligne,pos,Belgique,Belgique,0,0
178,54.54,51.34,23,achat_en_ligne,pos,France,France,0,0
97,218.91,118.81,9,paiement_pos,web,Belgique,Belgique,0,0
85,170.74,40.02,23,achat_en_ligne,web,Espagne,Espagne,0,0
145,79.01,80.07,20,paiement_pos,mobile,Italie,Italie,0,0
175,137.7,66.87,8,achat_en_ligne,mobile,Espagne,Espagne,0,0
267,7.65,27.91,2,paiement_pos,pos,Allemagne,Allemagne,1,0
168,10.96,27.72,21,achat_en_ligne,atm,France,France,0,0
24,40.09,43.28,9,paiement_pos,pos,Italie,Italie,0,0
58,12.33,32.16,13,paiement_pos,atm,France,France,0,0
217,7.71,30.72,8,paiement_pos,web,France,France,0,0
238,30.55,20.56,23,retrait_atm,atm,Allemagne,Allemagne,0,0
275,17.3,23.18,14,achat_en_ligne,pos,Allemagne,Allemagne,0,0
87,36.81,21.38,11,retrait_atm,pos,France,France,0,0
149,56.16,39.55,12,virement,web,Italie,Italie,0,0
286,3.43,11.04,22,achat_en_ligne,mobile,Italie,Italie,1,0
162,247.21,93.63,20,achat_en_ligne,pos,Espagne,Espagne,0,0
72,33.04,21.81,17,retrait_atm,web,France,France,2,0
174,43.11,29.54,20,achat_en_ligne,atm,Espagne,Espagne,1,0
68,45.63,60.44,9,paiement_pos,mobile,Belgique,Belgique,1,0
153,132.69,93.36,19,virement,mobile,Italie,Italie,0,0
53,83.08,40.55,5,paiement_pos,pos,Belgique,Belgique,0,0
37,426.89,42.83,1,paiement_pos,atm,Italie,Italie,0,1
202,141.08,80.28,11,achat_en_ligne,pos,Italie,Italie,0,0
6,29.57,24.73,13,achat_en_ligne,web,Italie,Italie,2,0
135,24.57,57.77,14,virement,web,Espagne,Espagne,0,0
186,9.41,18.03,21,achat_en_ligne,mobile,Allemagne,Allemagne,0,0
53,55.39,40.55,8,retrait_atm,mobile,Belgique,Belgique,0,0
94,20.52,31.29,11,achat_en_ligne,atm,Belgique,Belgique,0,0
273,57.99,35.0,23,paiement_pos,pos,France,France,0,0
155,118.47,55.61,15,virement,atm,Allemagne,Allemagne,1,0
233,60.68,35.33,6,paiement_pos,atm,France,France,1,0
206,92.45,53.96,7,paiement_pos,web,Belgique,Belgique,1,0
222,53.97,54.96,15,achat_en_ligne,atm,Allemagne,Allemagne,0,0
82,35.91,27.87,18,retrait_atm,atm,Allemagne,Allemagne,0,0
265,36.66,22.04,15,retrait_atm,web,Italie,Italie,0,0
52,48.07,30.02,8,paiement_pos,web,France,France,0,0
246,86.02,43.63,12,paiement_pos,pos,Belgique,France,0,0
211,80.86,19.73,12,retrait_atm,mobile,Belgique,Belgique,0,0
275,118.94,23.18,1,retrait_atm,mobile,Allemagne,Allemagne,0,0
157,13.55,31.92,17,retrait_atm,atm,France,France,0,0
157,67.85,31.92,7,virement,atm,France,France,0,0
90,6.58,30.04,23,virement,web,Italie,Italie,0,0
75,31.95,36.82,16,retrait_atm,mobile,Espagne,Espagne,0,0
177,55.34,98.73,20,retrait_atm,mobile,Espagne,Espagne,0,0
212,49.21,30.31,7,achat_en_ligne,pos,Espagne,Espagne,2,0
232,8.71,25.16,11,virement,atm,Italie,Italie,0,0
246,76.3,43.63,8,virement,web,France,France,0,0
112,17.11,14.51,14,achat_en_ligne,pos,Espagne,Espagne,0,0
70,151.8,73.88,14,paiement_pos,mobile,Allemagne,Allemagne,0,0
51,59.46,33.01,9,retrait_atm,web,Espagne,Espagne,0,0
192,73.7,47.72,7,achat_en_ligne,web,Espagne,Espagne,0,0
190,81.81,39.93,14,paiement_pos,atm,Belgique,Belgique,0,0
215,103.35,60.33,2,paiement_pos,web,Espagne,Espagne,0,0
213,32.48,30.22,18,achat_en_ligne,pos,Espagne,Espagne,0,0
275,50.21,23.18,2,paiement_pos,pos,Allemagne,Allemagne,1,0
175,41.04,66.87,19,retrait_atm,atm,Espagne,Espagne,0,0
98,28.18,15.3,22,achat_en_ligne,atm,Espagne,Espagne,0,0
117,75.63,43.94,17,paiement_pos,atm,France,France,0,0
72,1.15,21.81,15,retrait_atm,pos,Nigeria,France,3,1
94,10.99,31.29,23,paiement_pos,pos,Belgique,Belgique,0,0
51,8.85,33.01,10,virement,pos,Espagne,Espagne,0,0
253,33.48,29.73,13,paiement_pos,web,France,France,1,0
16,23.16,20.23,15,paiement_pos,mobile,Espagne,Espagne,0,0
279,38.06,53.63,7,virement,web,France,France,0,0
10,274.36,59.72,12,virement,mobile,France,France,0,0
278,56.17,26.71,7,retrait_atm,web,Espagne,Espagne,1,0
300,36.7,27.14,7,paiement_pos,atm,France,France,0,0
286,6.56,11.04,19,paiement_pos,web,Italie,Italie,0,0
241,63.12,39.09,11,paiement_pos,web,France,France,0,0
236,13.9,15.63,5,paiement_pos,pos,Espagne,Espagne,1,0
66,6.75,24.77,19,retrait_atm,web,Belgique,Belgique,1,0
5,8.25,12.12,20,virement,web,Allemagne,Allemagne,0,0
287,53.12,57.8,19,achat_en_ligne,pos,France,France,1,0
194,165.68,39.75,10,achat_en_ligne,atm,Belgique,Belgique,0,0
20,80.95,41.72,15,virement,web,Allemagne,Allemagne,0,0
147,30.72,28.73,14,achat_en_ligne,web,France,France,0,0
102,8.08,16.4,23,retrait_atm,web,France,France,0,0
201,19.88,12.82,22,virement,mobile,Belgique,Belgique,0,0
137,36.25,17.01,9,achat_en_ligne,web,Espagne,Espagne,0,0
11,31.62,24.54,17,virement,mobile,Allemagne,Allemagne,0,0
95,20.55,11.53,7,virement,web,Italie,Italie,0,0
266,23.73,51.92,1,virement,atm,Allemagne,Allemagne,0,0
113,13.74,28.71,21,achat_en_ligne,mobile,Allemagne,Allemagne,0,0
133,152.37,44.17,10,retrait_atm,mobile,France,France,0,0
297,15.96,26.96,17,retrait_atm,mobile,Italie,Italie,0,0
81,38.57,19.85,12,paiement_pos,web,Italie,Italie,0,0
81,4.37,19.85,13,paiement_pos,pos,Italie,Italie,1,0
211,12.07,19.73,13,retrait_atm,pos,Belgique,Belgique,0,0
203,57.46,41.31,16,retrait_atm,pos,Allemagne,Allemagne,0,0
97,195.48,118.81,10,paiement_pos,mobile,Belgique,Belgique,1,0
274,31.42,20.04,18,retrait_atm,atm,Italie,Italie,0,0
263,18.06,13.61,6,retrait_atm,pos,Belgique,Belgique,0,0
31,40.98,30.84,7,retrait_atm,mobile,Allemagne,Allemagne,1,0
241,120.95,39.09,23,paiement_pos,atm,France,France,0,0
224,152.35,73.51,5,paiement_pos,web,Belgique,Belgique,2,0
167,21.25,54.42,17,paiement_pos,web,Belgique,Belgique,0,0
137,22.39,17.01,19,retrait_atm,pos,Espagne,Espagne,0,0
71,21.23,30.18,14,virement,mobile,Espagne,Espagne,0,0
71,92.48,30.18,7,retrait_atm,atm,Espagne,Espagne,0,0
300,33.82,27.14,9,retrait_atm,atm,France,France,0,0
247,43.09,50.46,1,achat_en_ligne,web,Espagne,Espagne,0,0
247,94.98,50.46,6,virement,atm,Espagne,Espagne,1,0
148,80.53,36.82,12,paiement_pos,mobile,Belgique,Belgique,0,0
248,31.91,35.98,23,achat_en_ligne,pos,Allemagne,Allemagne,0,0
151,6.24,11.54,7,virement,mobile,Italie,Italie,0,0
46,74.73,79.59,12,achat_en_ligne,mobile,Italie,Italie,1,0
136,150.24,43.5,15,paiement_pos,pos,Belgique,Belgique,1,0
224,33.77,73.51,3,retrait_atm,mobile,Belgique,Belgique,0,0
232,7.58,25.16,15,virement,atm,Allemagne,Italie,1,0
34,45.87,37.77,6,retrait_atm,atm,Allemagne,Allemagne,0,0
80,188.6,102.12,11,retrait_atm,mobile,Espagne,Espagne,1,0
77,59.12,34.96,9,virement,atm,Belgique,Belgique,0,0
260,34.91,54.47,22,retrait_atm,web,Allemagne,Allemagne,0,0
163,24.34,67.12,20,virement,pos,Allemagne,Allemagne,0,0
38,1028.23,83.22,3,retrait_atm,pos,Russie,Italie,2,1
146,5.91,7.1,16,retrait_atm,pos,Italie,Italie,0,0
159,20.53,27.09,13,retrait_atm,atm,Allemagne,Allemagne,0,0
300,33.15,27.14,7,virement,atm,France,France,1,0
297,12.29,26.96,1,paiement_pos,mobile,Italie,Italie,1,0
95,23.65,11.53,14,retrait_atm,pos,Italie,Italie,1,0
214,70.98,41.68,7,paiement_pos,web,Allemagne,Allemagne,1,0
250,82.37,38.0,11,virement,atm,France,France,0,0
257,57.73,45.27,17,paiement_pos,web,Espagne,Espagne,0,0
99,5.66,17.15,4,achat_en_ligne,pos,Espagne,Espagne,0,0
195,68.55,34.58,9,achat_en_ligne,atm,Italie,Italie,0,0
71,28.64,30.18,18,achat_en_ligne,mobile,Espagne,Espagne,0,0
246,196.04,43.63,20,achat_en_ligne,atm,France,France,0,0
74,161.99,38.3,22,paiement_pos,pos,Roumanie,France,0,1
117,58.54,43.94,17,paiement_pos,pos,France,France,1,0
170,10.63,21.79,19,virement,atm,France,France,0,0
175,128.73,66.87,14,virement,mobile,Espagne,Espagne,0,0
149,49.95,39.55,9,paiement_pos,web,Italie,Italie,0,0
150,18.31,26.49,3,retrait_atm,atm,France,France,0,0
210,40.85,38.95,19,paiement_pos,atm,Espagne,Espagne,0,0
208,212.19,38.08,3,retrait_atm,atm,Italie,Italie,0,0
21,41.34,30.14,11,retrait_atm,atm,Allemagne,Allemagne,0,0
260,291.53,54.47,22,virement,pos,Allemagne,Allemagne,0,0
37,49.73,42.83,9,retrait_atm,pos,Italie,Italie,0,0
57,12.95,9.68,16,virement,atm,Allemagne,Allemagne,1,0
148,79.94,36.82,17,retrait_atm,atm,Belgique,Belgique,0,0
21,53.25,30.14,16,virement,web,Allemagne,Allemagne,0,0
276,8.3,13.62,16,virement,web,Allemagne,Allemagne,1,0
109,77.61,42.99,20,retrait_atm,atm,Allemagne,Allemagne,1,0
6,31.09,24.73,0,retrait_atm,web,Italie,Italie,0,0
21,103.48,30.14,8,achat_en_ligne,web,Allemagne,Allemagne,0,0
87,35.96,21.38,11,paiement_pos,web,France,France,1,0
216,10.49,17.55,22,achat_en_ligne,web,Belgique,Belgique,1,0
56,34.77,48.73,11,achat_en_ligne,atm,France,France,0,0
112,10.27,14.51,6,virement,pos,Espagne,Espagne,5,0
92,95.39,24.1,13,paiement_pos,web,Italie,Italie,0,0
37,89.59,42.83,0,paiement_pos,atm,Italie,Italie,0,0
59,17.26,19.97,12,retrait_atm,web,Espagne,Espagne,0,0
167,105.99,54.42,0,paiement_pos,web,Belgique,Belgique,0,0
227,39.26,46.18,11,achat_en_ligne,web,Italie,Italie,0,0
151,19.91,11.54,23,achat_en_ligne,pos,Italie,Italie,1,0
26,8.52,15.87,11,retrait_atm,pos,Espagne,Espagne,1,0
206,54.59,53.96,14,paiement_pos,web,Belgique,Belgique,0,0
144,165.79,36.29,15,retrait_atm,web,Allemagne,Allemagne,1,0
244,39.97,34.21,21,paiement_pos,pos,Espagne,Espagne,0,0
283,28.52,17.74,21,retrait_atm,pos,Espagne,Espagne,0,0
246,59.52,43.63,21,virement,web,France,France,0,0
12,8.9,16.27,4,paiement_pos,pos,Italie,Italie,0,0
24,62.35,43.28,18,paiement_pos,pos,Italie,Italie,0,0
60,3.21,15.94,20,retrait_atm,atm,Espagne,Espagne,0,0
237,24.29,12.67,2,paiement_pos,web,Espagne,Espagne,0,0
114,15.3,28.22,18,achat_en_ligne,web,France,Allemagne,0,0
60,20.0,15.94,1,retrait_atm,mobile,Espagne,Espagne,0,0
80,176.99,102.12,14,retrait_atm,atm,Espagne,Espagne,1,0
225,57.72,55.37,17,virement,atm,Espagne,Espagne,0,0
38,171.64,83.22,23,paiement_pos,mobile,Italie,Italie,0,0
238,4.33,20.56,9,achat_en_ligne,web,Allemagne,Allemagne,0,0
210,23.57,38.95,0,paiement_pos,mobile,Espagne,Espagne,0,0
149,52.51,39.55,1,virement,pos,Italie,Italie,0,0
82,10.99,27.87,3,virement,web,Allemagne,Allemagne,2,0
72,23.49,21.81,11,achat_en_ligne,web,France,France,0,0
230,21.75,9.95,8,virement,mobile,Italie,France,0,0
50,34.73,26.13,18,virement,atm,Italie,Espagne,0,0
233,58.24,35.33,16,retrait_atm,pos,France,France,0,0
2,61.28,36.39,7,paiement_pos,pos,Italie,Espagne,1,0
47,4.57,17.04,20,achat_en_ligne,web,Allemagne,Allemagne,0,0
212,22.46,30.31,7,retrait_atm,mobile,Espagne,Espagne,1,0
292,59.55,42.81,20,virement,web,France,Belgique,0,0
274,16.56,20.04,22,retrait_atm,atm,Italie,Italie,0,0
9,65.24,35.81,14,retrait_atm,pos,Belgique,Belgique,0,0
289,45.97,24.04,13,paiement_pos,web,Allemagne,Allemagne,0,0
298,3.41,13.65,4,virement,web,Allemagne,Allemagne,0,0
294,76.38,40.33,12,retrait_atm,web,Belgique,Belgique,0,0
85,37.65,40.02,11,retrait_atm,pos,Belgique,Espagne,0,0
229,20.86,29.28,14,retrait_atm,atm,Allemagne,Allemagne,0,0
250,77.26,38.0,18,virement,mobile,France,France,1,0
63,82.19,57.37,12,retrait_atm,atm,Belgique,Belgique,0,0
295,60.32,41.15,17,paiement_pos,pos,Allemagne,Allemagne,1,0
122,35.12,33.12,18,achat_en_ligne,web,Espagne,Espagne,0,0
191,135.48,66.23,10,paiement_pos,pos,Espagne,Espagne,1,0
53,83.1,40.55,14,paiement_pos,web,Belgique,Belgique,0,0
300,14.59,27.14,9,achat_en_ligne,pos,France,France,0,0
255,116.64,54.18,10,achat_en_ligne,mobile,Espagne,Espagne,1,0
85,45.34,40.02,16,achat_en_ligne,mobile,Espagne,Espagne,0,0
158,25.0,17.61,8,paiement_pos,web,Allemagne,Allemagne,0,0
202,20.16,80.28,13,virement,atm,Italie,Italie,0,0
286,19.23,11.04,13,achat_en_ligne,mobile,Italie,Italie,0,0
127,169.1,85.12,10,retrait_atm,mobile,France,France,0,0
56,97.03,48.73,21,paiement_pos,pos,France,France,0,0
223,40.35,33.34,16,retrait_atm,mobile,Espagne,Espagne,2,0
198,11.49,9.6,18,virement,mobile,France,France,0,0
285,52.61,30.61,19,retrait_atm,web,Allemagne,Allemagne,0,0
300,42.57,27.14,11,retrait_atm,web,France,France,1,0
135,46.81,57.77,7,virement,web,Espagne,Espagne,0,0
40,21.55,15.88,14,retrait_atm,mobile,Espagne,Espagne,0,0
294,84.4,40.33,0,achat_en_ligne,mobile,Belgique,Belgique,0,0
293,13.85,29.56,22,paiement_pos,atm,Italie,Italie,1,0
183,100.57,82.0,17,virement,web,Allemagne,Allemagne,0,0
24,93.89,43.28,4,paiement_pos,mobile,Italie,Italie,0,0
182,40.17,24.26,15,achat_en_ligne,atm,France,France,0,0
119,106.1,36.35,13,paiement_pos,mobile,Italie,Belgique,0,0
63,95.74,57.37,10,virement,atm,Belgique,Belgique,0,0
40,17.3,15.88,9,paiement_pos,atm,Espagne,Espagne,0,0
11,30.98,24.54,19,achat_en_ligne,web,Allemagne,Allemagne,0,0
205,8.25,23.51,22,achat_en_ligne,pos,Allemagne,Allemagne,2,0
12,8.95,16.27,8,achat_en_ligne,atm,Italie,Italie,0,0
260,60.37,54.47,5,achat_en_ligne,web,Allemagne,Allemagne,0,0
32,68.07,39.31,9,virement,pos,Belgique,Belgique,0,0
241,55.0,39.09,10,paiement_pos,pos,France,France,0,0
